"household_type","job_dep","work_condition","DEGREE","Employer_category","JOB_CATEGORY","Job_description","type_of_contract","working_hours","employee_count","INSEE_CODE","Age_2019","activity_sector","Sex","Wage"
"M_4_1","93","C","educ|3","ct_9","O","461e","CDI",1954,"tr_3","94022",30,"HZ","Male",27022
"M_3_2","92","C","educ|3","ct_7","O","563c","CDI",102,"tr_0","94081",47,"TZ","Female",11516
"M_4_1","92","C","educ|3","ct_9","O","543b","CDI",1281,"tr_4","95371",25,"MA","Female",15528
"M_4_3","25","C","educ|1|1","ct_7","O","563c","CDI",1397,"tr_1","25395",51,"TZ","Female",13694
"M_4_3","26","C","educ|1|1","ct_7","O","563c","CDI",413,"tr_1","38179",62,"TZ","Female",4371
"M_2_0","44","P","educ|1|1","ct_8","O","563b","CDI",896,"tr_3","44109",61,"QB","Female",6412
"M_4_2","59","C","educ|1|1","ct_9","O","628e","CDI",1820,"tr_3","59650",46,"EZ","Male",27490
"M_3_2","62","F","educ|1|1","ct_7","O","563b","CDI",1615,"tr_1","62400",66,"QB","Female",4722
"M_1_2","68","C","educ|1|1","ct_7","O","563c","CDI",186,"tr_0","68004",63,"TZ","Female",2697
"M_4_1","76","C","educ|1|1","ct_9","O","641a","CDI",2421,"tr_5","76384",48,"HZ","Male",20843
"M_4_3","92","P","educ|1|1","ct_6","O","543g","CDI",804,"tr_1","92014",55,"RZ","Female",8122
"M_4_1","13","P","educ|1|2","ct_8","O","563b","CDI",786,"tr_4","13060",54,"QB","Female",6865
"M_4_1","13","P","educ|1|2","ct_9","O","545c","CDI",1563,"tr_1","13206",37,"KZ","Female",28869
"M_4_1","31","P","educ|1|2","ct_8","O","563b","CDI",1193,"tr_4","31252",55,"QB","Female",8424
"M_4_2","31","C","educ|1|2","ct_1","O","532c","AUT",1824,"tr_6","31555",24,"OZ","Male",18461
"M_4_1","33","C","educ|1|2","ct_6","A","562b","APP",1068,"tr_1","33063",17,"SZ","Male",3541
"M_3_2","44","P","educ|1|2","ct_8","O","563b","CDD",485,"tr_3","44109",39,"QB","Female",7362
"M_1_1","59","C","educ|1|2","ct_9","A","683a","APP",606,"tr_2","59527",17,"CA","Male",1552
"M_4_1","59","P","educ|1|2","ct_9","O","563b","CDI",1195,"tr_3","59544",44,"QB","Female",9136
"M_4_1","60","C","educ|1|2","ct_7","O","563c","CDI",228,"tr_1","60176",46,"TZ","Female",2430
"M_4_1","62","C","educ|1|2","ct_7","O","563c","CDI",398,"tr_1","62105",53,"TZ","Female",3642
"M_4_1","62","P","educ|1|2","ct_9","O","552a","CDI",1593,"tr_3","62894",36,"GZ","Female",17499
"M_3_2","63","P","educ|1|2","ct_8","O","563b","CDI",1293,"tr_5","63338",51,"QB","Female",9632
"M_4_2","69","P","educ|1|2","ct_9","O","451a","CDI",65,"tr_6","69384",58,"HZ","Male",816
"M_1_2","76","C","educ|1|2","ct_9","O","526d","CDI",1578,"tr_4","76351",63,"QB","Female",20991
"M_4_1","76","K","educ|1|2","ct_9","A","681b","APP",234,"tr_3","76648",19,"FZ","Male",1012
"M_3_2","83","P","educ|1|2","ct_8","O","563b","CDI",78,"tr_3","83072",50,"QB","Female",973
"M_4_3","92","C","educ|1|2","ct_9","O","542a","CDI",1820,"tr_1","92064",33,"PZ","Female",12879
"M_1_2","93","F","educ|1|2","ct_7","O","563b","CDI",156,"tr_1","93031",54,"QB","Female",1878
"M_1_2","75","C","educ|1|2","ct_8","O","561d","CDI",1819,"tr_3","93050",50,"IZ","Female",20300
"M_3_2","93","C","educ|1|2","ct_9","A","632k","APP",574,"tr_1","95257",15,"CA","Male",1518
"M_4_1","01","C","educ|1|3","ct_9","O","641a","CDI",2500,"tr_4","01232",55,"HZ","Male",24225
"M_4_1","01","C","educ|1|3","ct_9","O","562b","CDI",1820,"tr_1","01249",27,"SZ","Female",17024
"M_4_4","06","C","educ|1|3","ct_9","O","554j","CDI",1104,"tr_1","06004",25,"GZ","Male",13137
"M_4_1","06","C","educ|1|3","ct_9","O","543e","CDI",1820,"tr_2","06012",46,"MA","Female",27271
"M_4_1","06","C","educ|1|3","ct_6","A","624f","APP",237,"tr_1","06029",17,"CM","Male",951
"M_4_1","13","P","educ|1|3","ct_9","O","561c","CDI",921,"tr_3","13039",34,"GZ","Female",11702
"M_1_2","13","C","educ|1|3","ct_9","O","467a","CDI",1727,"tr_1","13203",33,"KZ","Female",33055
"M_3_2","13","P","educ|1|3","ct_6","O","563b","CDI",645,"tr_1","13211",46,"QB","Female",6009
"M_4_1","24","P","educ|1|3","ct_9","O","551a","CDI",90,"tr_1","24012",31,"GZ","Female",877
"M_2_0","25","C","educ|1|3","ct_9","A","683a","APP",455,"tr_3","25056",17,"GZ","Male",1844
"M_4_3","25","P","educ|1|3","ct_9","O","636c","CDI",70,"tr_2","25240",21,"CA","Male",574
"M_4_1","75","P","educ|1|3","ct_9","O","562a","CDI",370,"tr_1","25454",49,"SZ","Female",2440
"M_4_1","07","C","educ|1|3","ct_9","O","555a","CDI",1903,"tr_6","26085",23,"JC","Male",17637
"M_3_2","29","C","educ|1|3","ct_9","O","551a","CDI",1137,"tr_3","29048",34,"GZ","Female",12051
"M_4_3","30","D","educ|1|3","ct_7","O","563a","CDI",3000,"tr_1","30032",62,"QB","Female",13063
"M_4_3","30","F","educ|1|3","ct_7","O","563b","CDI",196,"tr_1","30217",61,"QB","Female",1196
"M_4_4","31","P","educ|1|3","ct_9","O","561c","CDI",361,"tr_1","31424",20,"IZ","Female",3324
"M_2_0","31","C","educ|1|3","ct_2","O","525a","AUT",1819,"tr_3","31555",51,"OZ","Female",17418
"M_3_2","33","P","educ|1|3","ct_7","O","563b","CDI",85,"tr_0","33039",53,"QB","Female",5899
"M_1_2","16","C","educ|1|3","ct_7","O","563c","CDI",59,"tr_0","33069",65,"TZ","Female",660
"M_4_2","33","C","educ|1|3","ct_9","O","636d","CDI",88,"tr_4","33099",28,"IZ","Male",721
"M_4_2","33","C","educ|1|3","ct_8","X","676e","CDI",1785,"tr_6","33162",57,"QB","Male",9426
"M_4_1","33","P","educ|1|3","ct_9","O","554a","CDI",520,"tr_5","33240",49,"GZ","Female",4683
"M_1_1","33","C","educ|1|3","ct_9","O","681b","CDI",2200,"tr_2","33454",27,"FZ","Male",29519
"M_4_1","33","P","educ|1|3","ct_9","O","561f","CDI",1224,"tr_2","33474",51,"IZ","Female",8101
"M_3_2","33","F","educ|1|3","ct_7","O","563b","CDI",1354,"tr_1","33527",51,"QB","Female",13614
"M_1_1","33","C","educ|1|3","ct_9","O","676c","CDI",45,"tr_1","33527",57,"EZ","Male",596
"M_4_1","34","P","educ|1|3","ct_1","O","543g","CDI",1636,"tr_3","34199",42,"OZ","Female",25100
"M_4_2","35","P","educ|1|3","ct_9","O","643a","CDI",1353,"tr_5","35238",54,"MC","Male",9716
"M_4_4","38","P","educ|1|3","ct_6","O","563a","CDI",650,"tr_4","38261",21,"QB","Female",12870
"M_4_2","38","K","educ|1|3","ct_8","O","684b","TOA",461,"tr_3","38444",19,"NZ","Male",7389
"M_1_2","38","C","educ|1|3","ct_7","O","563c","CDI",921,"tr_1","38553",44,"TZ","Female",10548
"M_4_1","42","C","educ|1|3","ct_9","A","683a","APP",1820,"tr_1","42085",17,"GZ","Male",4722
"M_4_1","42","C","educ|1|3","ct_8","O","526a","CDI",1820,"tr_5","42218",51,"QB","Female",21888
"M_4_1","73","P","educ|1|3","ct_9","O","551a","TOA",341,"tr_1","44036",25,"GZ","Female",8640
"M_1_2","44","C","educ|1|3","ct_9","O","561c","CDI",658,"tr_2","44109",58,"IZ","Female",6227
"M_1_2","44","C","educ|1|3","ct_9","O","554b","CDI",1888,"tr_1","44162",44,"GZ","Female",19884
"M_4_1","44","D","educ|1|3","ct_7","O","563a","CDI",3000,"tr_1","44172",40,"QB","Female",15148
"M_4_1","47","C","educ|1|3","ct_7","O","563c","CDI",254,"tr_1","47004",53,"TZ","Female",3031
"M_4_3","47","P","educ|1|3","ct_8","O","563b","CDI",740,"tr_2","47049",61,"QB","Female",5978
"M_4_2","49","C","educ|1|3","ct_6","A","682a","APP",234,"tr_1","49361",17,"GZ","Male",868
"M_1_2","54","C","educ|1|3","ct_3","O","523d","AUT",1725,"tr_6","54509",61,"QA","Female",24415
"M_3_2","59","C","educ|1|3","ct_7","O","563c","CDI",196,"tr_1","59080",46,"TZ","Female",1928
"M_4_1","59","C","educ|1|3","ct_8","X","676e","CDI",1820,"tr_6","59206",59,"QB","Female",9289
"M_4_1","59","C","educ|1|3","ct_9","O","624f","CDI",2200,"tr_3","59220",46,"CH","Male",26325
"M_4_1","59","C","educ|1|3","ct_8","O","632k","CDI",1820,"tr_1","59302",51,"NZ","Male",20089
"M_3_1","59","C","educ|1|3","ct_9","O","461f","CDI",44,"tr_4","59378",59,"CG","Male",577
"M_3_1","59","P","educ|1|3","ct_6","A","631a","APP",1038,"tr_1","59526",18,"GZ","Male",7581
"M_4_1","59","D","educ|1|3","ct_7","O","563a","CDI",3000,"tr_1","59618",46,"QB","Female",19498
"M_4_1","59","C","educ|1|3","ct_7","O","563c","CDI",652,"tr_0","59646",49,"TZ","Female",5569
"M_1_1","49","C","educ|1|3","ct_9","O","636d","CDI",63,"tr_2","60587",36,"IZ","Male",654
"M_4_3","62","P","educ|1|3","ct_9","O","525d","CDI",579,"tr_2","62529",61,"QB","Female",8644
"M_4_1","62","C","educ|1|3","ct_9","O","676a","CDI",1570,"tr_3","62721",30,"CA","Male",16307
"M_3_2","62","C","educ|1|3","ct_7","O","563a","CDI",185,"tr_1","62766",64,"TZ","Female",1625
"M_4_1","23","P","educ|1|3","ct_8","O","561f","CDI",1469,"tr_3","63113",49,"IZ","Female",14738
"M_4_1","64","C","educ|1|3","ct_9","O","526c","CDI",1682,"tr_3","64126",48,"QB","Female",14653
"M_4_2","64","C","educ|1|3","ct_7","O","563c","CDI",86,"tr_1","64189",20,"TZ","Female",1026
"M_3_2","66","C","educ|1|3","ct_9","O","561d","CDI",1018,"tr_1","66136",37,"IZ","Female",10926
"M_4_1","67","C","educ|1|3","ct_9","X","545b","AUT",1820,"tr_1","67098",26,"KZ","Female",20368
"M_4_1","67","P","educ|1|3","ct_6","O","554g","CDI",1008,"tr_1","67130",54,"GZ","Female",6264
"M_3_2","67","P","educ|1|3","ct_9","O","554g","CDI",1621,"tr_6","67420",35,"GZ","Female",15426
"M_4_1","67","C","educ|1|3","ct_8","O","526c","CDI",1819,"tr_5","67443",43,"SZ","Female",15491
"M_3_2","68","C","educ|1|3","ct_6","O","561c","CDI",1895,"tr_1","68297",31,"IZ","Female",19502
"M_4_3","69","C","educ|1|3","ct_8","O","526d","CDI",1815,"tr_4","69256",50,"QB","Female",20718
"M_4_1","69","C","educ|1|3","ct_9","O","561d","CDI",1820,"tr_1","69266",47,"IZ","Female",15889
"M_1_2","69","P","educ|1|3","ct_9","X","526b","AUT",585,"tr_1","69383",22,"MA","Female",1775
"M_4_3","69","C","educ|1|3","ct_9","O","542a","CDI",1820,"tr_3","69384",47,"MA","Female",22174
"M_3_2","75","P","educ|1|3","ct_1","X","564b","AUT",765,"tr_6","75102",45,"PZ","Female",7867
"M_4_1","75","C","educ|1|3","ct_6","O","561b","CDI",1989,"tr_1","75111",55,"IZ","Female",23164
"M_4_3","76","D","educ|1|3","ct_7","O","563a","CDI",2200,"tr_1","76312",59,"QB","Female",6187
"M_4_1","76","D","educ|1|3","ct_7","O","563a","CDI",3000,"tr_1","76442",41,"QB","Female",19190
"M_4_3","76","P","educ|1|3","ct_8","O","563b","CDI",1664,"tr_6","76705",59,"QB","Female",12701
"M_4_1","76","C","educ|1|3","ct_7","O","563c","CDI",1786,"tr_0","76727",56,"TZ","Female",18159
"M_3_2","78","C","educ|1|3","ct_9","O","545b","CDI",1879,"tr_1","78123",29,"KZ","Female",32683
"M_1_1","78","C","educ|1|3","ct_9","O","624b","CDI",1900,"tr_6","78297",53,"CM","Male",32776
"M_4_1","75","P","educ|1|3","ct_9","O","561d","CDI",1576,"tr_4","78335",27,"IZ","Female",15501
"M_3_2","75","P","educ|1|3","ct_9","O","561c","CDI",710,"tr_1","78440",36,"IZ","Female",5770
"M_4_1","83","C","educ|1|3","ct_7","O","563c","CDI",103,"tr_0","83050",46,"TZ","Female",1030
"M_1_2","21","C","educ|1|3","ct_7","O","563c","CDI",55,"tr_0","83137",58,"TZ","Female",805
"M_4_3","85","C","educ|1|3","ct_9","O","562b","CDI",554,"tr_1","85047",57,"SZ","Female",9351
"M_4_2","86","C","educ|1|3","ct_9","O","627e","CDI",1842,"tr_5","86158",51,"CC","Male",20728
"M_4_1","87","C","educ|1|3","ct_9","O","634c","CDI",52,"tr_3","87085",59,"GZ","Male",642
"M_4_1","91","C","educ|1|3","ct_5","O","543e","CDI",2079,"tr_6","91201",49,"MB","Female",33433
"M_1_2","75","C","educ|1|3","ct_9","O","561e","CDI",678,"tr_3","91687",51,"IZ","Female",16094
"M_1_2","75","C","educ|1|3","ct_7","O","563c","CDI",538,"tr_1","92012",33,"TZ","Female",4774
"M_3_2","75","P","educ|1|3","ct_9","O","684a","CDI",2009,"tr_4","92025",52,"NZ","Female",14768
"M_2_0","02","C","educ|1|3","ct_9","O","635a","CDI",2176,"tr_2","93032",43,"MC","Male",21781
"M_4_1","93","P","educ|1|3","ct_6","O","643a","CDI",714,"tr_2","93049",60,"HZ","Male",9971
"M_3_2","93","P","educ|1|3","ct_9","O","561c","CDI",574,"tr_1","93051",25,"IZ","Female",6079
"M_3_2","75","C","educ|1|3","ct_8","O","542a","CDI",1872,"tr_1","93055",33,"MA","Female",23396
"M_1_1","75","C","educ|1|3","ct_9","O","377a","CDI",1961,"tr_4","93072",29,"IZ","Male",50900
"M_3_2","75","C","educ|1|3","ct_7","O","563a","CDI",835,"tr_1","94028",38,"TZ","Female",8625
"M_4_1","75","C","educ|1|3","ct_7","O","563b","CDI",2083,"tr_1","95063",59,"QB","Female",22881
"M_4_1","06","C","educ|1|4","ct_9","O","643a","CDI",1835,"tr_1","06088",34,"HZ","Male",17307
"M_3_2","13","P","educ|1|4","ct_6","O","554a","CDD",202,"tr_1","13070",19,"GZ","Female",2192
"M_4_3","29","C","educ|1|4","ct_9","O","545a","CDI",61,"tr_1","29216",50,"KZ","Female",738
"M_4_1","30","C","educ|1|4","ct_9","O","633a","CDI",1801,"tr_6","30166",42,"FZ","Male",23369
"M_3_2","33","C","educ|1|4","ct_9","O","556a","CDI",1820,"tr_1","33192",30,"GZ","Female",17106
"M_2_0","33","C","educ|1|4","ct_9","O","561c","TOA",579,"tr_1","33332",21,"IZ","Female",5377
"M_1_2","33","K","educ|1|4","ct_8","O","561f","CDD",292,"tr_1","33498",19,"SZ","Female",2158
"M_4_1","35","C","educ|1|4","ct_9","O","676a","CDD",604,"tr_4","35238",21,"NZ","Female",6166
"M_4_1","35","C","educ|1|4","ct_9","O","641a","CDI",2387,"tr_6","35363",54,"HZ","Male",20425
"M_4_1","38","C","educ|1|4","ct_9","O","561d","CDI",1825,"tr_4","38451",23,"IZ","Female",16359
"M_4_1","44","C","educ|1|4","ct_9","O","561e","CDI",2303,"tr_2","44110",25,"IZ","Female",18493
"M_4_1","56","C","educ|1|4","ct_6","O","526c","CDI",1826,"tr_2","56247",31,"QB","Female",12856
"M_4_2","57","P","educ|1|4","ct_9","O","552a","CDI",544,"tr_6","57442",25,"GZ","Female",7146
"M_2_0","59","P","educ|1|4","ct_9","O","551a","TTP",539,"tr_2","59009",21,"NZ","Male",6305
"M_4_1","59","P","educ|1|4","ct_9","O","551a","CDI",732,"tr_6","59146",22,"GZ","Male",8659
"M_4_1","64","C","educ|1|4","ct_7","O","563c","CDI",268,"tr_1","64017",57,"TZ","Female",2645
"M_1_2","64","C","educ|1|4","ct_9","O","561b","CDI",1714,"tr_1","64024",34,"IZ","Female",15260
"M_4_1","64","P","educ|1|4","ct_5","O","564a","CDI",683,"tr_3","64070",57,"LZ","Female",5649
"M_4_1","67","P","educ|1|4","ct_9","O","554a","CDI",1088,"tr_3","67358",27,"GZ","Female",9725
"M_1_2","93","C","educ|1|4","ct_8","O","543g","CDD",1006,"tr_6","69088",24,"SZ","Female",20423
"M_4_1","69","C","educ|1|4","ct_9","O","561b","CDI",1880,"tr_2","69282",39,"IZ","Female",18327
"M_1_2","74","C","educ|1|4","ct_8","O","561f","CDD",1317,"tr_2","74183",21,"IZ","Female",13389
"M_2_0","75","C","educ|1|4","ct_9","O","562a","CDI",1869,"tr_2","75105",24,"SZ","Female",18604
"M_1_1","92","C","educ|1|4","ct_9","X","564b","AUT",1067,"tr_6","75113",22,"KZ","Male",7451
"M_2_0","92","P","educ|1|4","ct_9","X","676e","CDI",209,"tr_1","75116",23,"MC","Male",518
"M_4_1","76","P","educ|1|4","ct_1","O","461b","CDI",1576,"tr_5","76540",45,"PZ","Female",18860
"M_4_1","76","P","educ|1|4","ct_6","O","562b","CDI",1433,"tr_1","76647",28,"SZ","Female",11149
"M_4_1","77","D","educ|1|4","ct_7","O","563a","CDI",171,"tr_1","77407",39,"QB","Female",3335
"M_4_1","83","C","educ|1|4","ct_9","O","526e","CDI",1867,"tr_4","83137",39,"QA","Female",17213
"M_4_1","91","C","educ|1|4","ct_9","O","543g","CDI",1820,"tr_5","91226",45,"NZ","Female",21560
"M_3_1","91","C","educ|1|4","ct_9","O","543g","CDI",1793,"tr_4","91377",30,"HZ","Female",20650
"M_4_1","92","P","educ|1|4","ct_9","O","561d","CDI",249,"tr_3","92012",21,"IZ","Female",3084
"M_4_1","78","P","educ|1|4","ct_9","O","563b","CDI",595,"tr_3","93005",33,"SZ","Female",6195
"M_3_2","92","P","educ|1|4","ct_9","O","554e","CDI",1145,"tr_1","93072",27,"GZ","Female",10092
"M_4_1","75","P","educ|1|4","ct_9","O","551a","CDI",588,"tr_3","94076",39,"GZ","Female",4605
"M_4_3","92","Y","educ|1|4","ct_9","O","563b","CDI",146,"tr_5","95176",33,"QB","Female",1084
"M_4_2","13","C","educ|1|5","ct_9","O","671c","TTP",641,"tr_2","13007",27,"NZ","Male",17774
"M_1_1","13","C","educ|1|5","ct_9","O","561b","CDI",1977,"tr_1","13041",31,"IZ","Male",19025
"M_4_1","13","P","educ|1|5","ct_9","O","556a","CDI",1604,"tr_1","13210",45,"GZ","Female",18286
"M_4_2","13","C","educ|1|5","ct_5","O","462c","CDI",1809,"tr_6","13216",55,"HZ","Male",36412
"M_1_2","17","C","educ|1|5","ct_1","O","524b","AUT",1820,"tr_6","17121",56,"OZ","Female",16421
"M_4_1","29","C","educ|1|5","ct_9","O","551a","CDI",1894,"tr_5","29220",30,"GZ","Female",14348
"M_4_1","29","P","educ|1|5","ct_8","O","526a","CDI",1645,"tr_3","29280",30,"QB","Female",15704
"M_4_3","31","C","educ|1|5","ct_9","O","561b","CDI",510,"tr_2","31555",18,"IZ","Female",4022
"M_4_1","33","C","educ|1|5","ct_9","O","561c","CDI",1674,"tr_1","33281",27,"IZ","Male",15555
"M_4_1","92","C","educ|1|5","ct_9","O","561e","CDI",1744,"tr_4","33366",33,"IZ","Female",16252
"M_3_2","35","P","educ|1|5","ct_9","O","551a","CDD",207,"tr_3","35238",18,"GZ","Female",2620
"M_3_2","37","P","educ|1|5","ct_9","O","552a","CDI",681,"tr_6","37261",36,"GZ","Female",7160
"M_4_1","44","C","educ|1|5","ct_9","O","463e","CDI",500,"tr_1","44033",50,"LZ","Male",4440
"M_4_1","44","P","educ|1|5","ct_9","O","552a","CDI",1820,"tr_5","44194",37,"GZ","Female",15988
"M_1_2","57","C","educ|1|5","ct_8","O","526a","CDI",1848,"tr_4","57708",49,"QA","Female",27329
"M_4_3","59","C","educ|1|5","ct_9","O","554a","TOA",274,"tr_1","59378",31,"GZ","Female",12426
"M_4_1","59","D","educ|1|5","ct_7","O","563a","CDI",3000,"tr_1","59512",44,"QB","Female",31505
"M_4_3","62","P","educ|1|5","ct_9","O","552a","CDI",780,"tr_5","62119",36,"GZ","Female",7335
"M_4_1","62","C","educ|1|5","ct_9","O","551a","CDI",1800,"tr_1","62181",30,"GZ","Female",14989
"M_4_1","62","C","educ|1|5","ct_8","O","526d","CDI",1820,"tr_3","62509",43,"QB","Female",19468
"M_4_1","68","C","educ|1|5","ct_9","O","628g","CDI",1840,"tr_4","68334",39,"CG","Male",18504
"M_4_1","69","P","educ|1|5","ct_2","O","523c","CDD",421,"tr_6","69149",19,"OZ","Female",5372
"M_1_2","69","P","educ|1|5","ct_6","O","561c","CDI",954,"tr_1","69149",25,"IZ","Female",7276
"M_1_2","38","P","educ|1|5","ct_9","O","554e","CDI",1340,"tr_2","69268",22,"GZ","Female",11335
"M_4_1","42","C","educ|1|5","ct_9","O","562a","AUT",303,"tr_1","69271",23,"SZ","Female",10106
"M_3_2","69","C","educ|1|5","ct_9","O","561b","CDI",2019,"tr_1","69382",26,"IZ","Male",15772
"M_3_2","71","C","educ|1|5","ct_7","O","563c","CDI",1505,"tr_1","71445",57,"TZ","Female",15115
"M_4_3","75","P","educ|1|5","ct_9","O","561c","CDI",500,"tr_1","75116",18,"IZ","Female",4665
"M_4_1","75","P","educ|1|5","ct_9","O","561d","CDI",662,"tr_2","75120",21,"IZ","Female",5941
"M_3_2","92","C","educ|1|5","ct_9","O","621e","CDI",1697,"tr_5","76035",32,"FZ","Male",22185
"M_4_1","76","D","educ|1|5","ct_7","O","563a","CDI",3000,"tr_1","76138",28,"QB","Female",15718
"M_4_1","93","C","educ|1|5","ct_5","O","653a","CDI",1824,"tr_5","77284",35,"HZ","Male",24524
"M_4_1","78","P","educ|1|5","ct_9","O","563a","CDI",500,"tr_3","78311",23,"SZ","Female",6150
"M_4_1","78","C","educ|1|5","ct_9","O","634c","CDI",2500,"tr_6","78372",34,"HZ","Male",38808
"M_4_1","83","C","educ|1|5","ct_6","O","526b","CDI",2024,"tr_1","83072",39,"PZ","Female",16653
"M_1_1","91","C","educ|1|5","ct_9","O","556a","CDI",1820,"tr_2","91377",24,"GZ","Male",17719
"M_1_2","75","C","educ|1|5","ct_9","O","461f","CDI",1782,"tr_6","92004",31,"NZ","Female",39077
"M_3_2","92","C","educ|1|5","ct_3","O","526a","CDD",1820,"tr_6","92025",25,"QA","Female",20443
"M_4_1","92","C","educ|1|5","ct_9","O","632a","CDI",571,"tr_1","92044",49,"FZ","Male",15594
"M_4_1","91","K","educ|1|5","ct_1","O","523b","AUT",304,"tr_6","93008",26,"PZ","Female",2886
"M_4_1","92","C","educ|1|5","ct_7","O","563a","CDI",2464,"tr_1","93029",46,"TZ","Female",23631
"M_4_1","93","C","educ|1|5","ct_9","X","543h","AUT",1852,"tr_1","93048",20,"MA","Female",10000
"M_3_2","92","K","educ|1|5","ct_9","O","555a","TTP",1487,"tr_1","93053",23,"NZ","Female",16452
"M_4_1","93","P","educ|1|5","ct_6","O","636d","CDI",1248,"tr_1","93055",25,"IZ","Male",11764
"M_4_1","93","C","educ|1|5","ct_9","O","632g","CDI",1820,"tr_1","93077",50,"FZ","Male",26232
"M_3_2","92","C","educ|1|5","ct_9","O","461d","CDI",1826,"tr_6","94077",34,"CA","Female",27718
"M_1_1","92","C","educ|1|5","ct_9","O","632e","CDI",1818,"tr_4","95574",28,"FZ","Male",18798
"M_1_1","06","C","educ|1|6","ct_9","O","634c","CDI",338,"tr_1","06069",33,"GZ","Male",11463
"M_4_1","11","Y","educ|1|6","ct_2","O","526a","CDD",252,"tr_4","11410",45,"QB","Female",14742
"M_4_1","13","C","educ|1|6","ct_9","O","462a","CDI",1777,"tr_1","13063",33,"GZ","Female",28384
"M_4_1","13","C","educ|1|6","ct_9","O","546c","CDI",1820,"tr_1","13106",41,"HZ","Female",19585
"M_4_1","21","C","educ|1|6","ct_9","O","466c","CDI",1897,"tr_5","21355",35,"HZ","Female",22519
"M_4_1","25","D","educ|1|6","ct_7","O","563a","CDI",3000,"tr_1","25448",51,"QB","Female",33417
"M_4_1","26","C","educ|1|6","ct_9","O","543g","CDD",1764,"tr_5","26315",25,"MA","Female",17495
"M_4_1","29","P","educ|1|6","ct_8","O","526a","CDI",1439,"tr_5","29008",33,"QB","Female",15150
"M_4_1","93","P","educ|1|6","ct_9","O","546d","CDI",1524,"tr_6","29059",43,"HZ","Female",30549
"M_4_1","31","C","educ|1|6","ct_9","O","467b","CDI",1854,"tr_3","31364",35,"KZ","Female",24856
"M_4_1","31","C","educ|1|6","ct_9","O","467b","CDI",1854,"tr_3","31499",35,"KZ","Female",24041
"M_4_1","31","C","educ|1|6","ct_9","O","467a","CDI",1820,"tr_6","31555",35,"KZ","Female",30062
"M_3_2","33","C","educ|1|6","ct_8","O","434f","CDI",1665,"tr_4","33039",45,"QB","Female",12416
"M_4_1","33","P","educ|1|6","ct_3","O","526a","AUT",1455,"tr_6","33240",36,"QA","Female",18678
"M_4_1","33","P","educ|1|6","ct_9","O","433d","CDI",1716,"tr_1","33312",45,"GZ","Female",18038
"M_4_3","34","C","educ|1|6","ct_9","O","561c","CDI",1105,"tr_2","34003",58,"IZ","Female",8363
"M_1_2","34","P","educ|1|6","ct_9","O","554a","CDI",975,"tr_3","34305",30,"CA","Female",8368
"M_4_3","38","P","educ|1|6","ct_8","O","431f","CDI",1497,"tr_6","38349",27,"QA","Female",17327
"M_4_1","49","C","educ|1|6","ct_9","O","541d","CDI",1260,"tr_1","49041",31,"FZ","Female",18470
"M_4_1","54","P","educ|1|6","ct_9","O","561c","CDI",449,"tr_1","54079",23,"IZ","Female",3911
"M_4_2","54","C","educ|1|6","ct_6","O","542a","CDI",1689,"tr_1","54431",33,"QA","Male",20533
"M_4_1","67","C","educ|1|6","ct_9","O","543g","CDI",1826,"tr_6","57591",59,"CM","Male",22839
"M_4_1","59","P","educ|1|6","ct_1","O","467c","CDI",1377,"tr_3","59183",33,"OZ","Female",18091
"M_4_2","59","P","educ|1|6","ct_3","X","435b","AUT",1847,"tr_3","59360",20,"QB","Female",15757
"M_1_2","60","D","educ|1|6","ct_7","O","563a","CDI",2698,"tr_1","60010",58,"QB","Female",10767
